x_1,x_2,Label
134,260,1
208,356,1
115,308,1
106,232,1
113,214,1
154,271,1
130,293,1
117,224,1
81,255,1
112,225,1
138,222,1
139,259,1
116,267,1
217,361,1
94,237,1
133,225,1
166,294,1
224,364,1
174,352,1
84,261,1
145,286,1
130,312,1
196,285,1
170,310,1
82,217,1
162,249,1
116,223,1
130,274,1
202,296,1
192,347,1
96,220,1
198,317,1
152,320,1
147,323,1
133,259,1
157,252,1
165,355,1
83,245,1
144,261,1
194,268,1
165,352,1
108,285,1
220,337,1
157,244,1
210,322,1
160,259,1
125,247,1
139,262,1
147,224,1
118,283,1
498,316,2
390,326,2
500,263,2
446,180,2
328,261,2
317,180,2
384,189,2
330,167,2
497,323,2
411,275,2
451,305,2
341,175,2
406,191,2
350,266,2
377,246,2
442,223,2
347,176,2
403,293,2
424,314,2
329,179,2
401,295,2
490,219,2
387,243,2
476,271,2
398,286,2
330,174,2
429,345,2
298,194,2
447,178,2
382,283,2
385,163,2
416,260,2
331,199,2
387,307,2
464,221,2
506,277,2
405,343,2
365,173,2
455,319,2
460,275,2
373,319,2
391,189,2
436,194,2
433,222,2
304,171,2
370,242,2
307,197,2
506,301,2
383,306,2
449,212,2
285,280,3
262,286,3
362,252,3
270,287,3
309,280,3
323,269,3
210,317,3
245,302,3
228,307,3
259,312,3
336,279,3
212,319,3
302,298,3
244,297,3
328,275,3
326,273,3
353,260,3
288,275,3
232,298,3
318,286,3
272,286,3
375,257,3
295,277,3
240,311,3
342,256,3
274,301,3
327,265,3
289,305,3
292,280,3
311,273,3
358,261,3
336,269,3
312,286,3
245,303,3
266,285,3
294,295,3
366,256,3
222,305,3
321,282,3
293,278,3
238,309,3
295,294,3
294,287,3
242,321,3
330,282,3
207,319,3
352,268,3
256,291,3
329,281,3
311,293,3
338,278,3
250,299,3
311,277,3
267,287,3
366,258,3
367,251,3
252,319,3
247,309,3
255,317,3
364,257,3
256,300,3
238,302,3
294,296,3
234,303,3
361,253,3
308,269,3
297,285,3
220,309,3
218,305,3
282,306,3
364,267,3
273,286,3
312,291,3
331,266,3
272,281,3
234,304,3
369,262,3
274,298,3
273,289,3
278,283,3
363,256,3
318,284,3
288,296,3
249,293,3
286,281,3
281,281,3
319,282,3
338,275,3
328,278,3
339,265,3
374,259,3
342,258,3
357,262,3
250,317,3
298,300,3
239,309,3
350,260,3
360,251,3
293,295,3
236,316,3
