x_1,x_2,Label
258,413,1
414,333,1
377,359,1
451,329,1
507,341,1
415,345,1
363,428,1
489,351,1
373,364,1
183,393,1
477,322,1
317,413,1
434,347,1
303,379,1
343,382,1
468,362,1
322,355,1
255,382,1
409,362,1
366,400,1
334,390,1
389,393,1
381,372,1
386,350,1
376,378,1
233,381,1
187,396,1
457,309,1
434,340,1
304,363,1
314,411,1
442,352,1
464,354,1
273,398,1
495,327,1
384,421,1
507,318,1
481,366,1
495,323,1
283,417,1
261,371,1
467,336,1
227,379,1
475,357,1
436,355,1
511,328,1
264,374,1
254,394,1
329,364,1
309,424,1
303,399,1
519,327,1
360,429,1
392,340,1
274,407,1
350,391,1
453,318,1
512,368,1
348,421,1
512,330,1
307,138,0
198,286,0
326,107,0
343,123,0
227,164,0
139,219,0
278,173,0
203,254,0
81,268,0
221,173,0
77,185,0
173,140,0
313,150,0
205,239,0
336,153,0
130,248,0
272,171,0
207,166,0
288,164,0
83,289,0
93,242,0
282,177,0
258,88,0
295,98,0
234,256,0
137,220,0
128,235,0
220,230,0
220,254,0
175,152,0
287,169,0
132,245,0
270,115,0
96,203,0
99,202,0
210,145,0
227,96,0
191,138,0
257,202,0
84,209,0
284,172,0
205,138,0
227,128,0
303,110,0
313,120,0
230,131,0
187,217,0
74,287,0
227,139,0
171,266,0
