x_1,x_2,Label
68,245,1
309,344,1
287,371,1
131,274,1
302,354,1
122,352,1
228,358,1
79,327,1
173,268,1
103,313,1
122,413,1
65,332,1
313,308,1
251,323,1
66,260,1
112,389,1
127,265,1
224,238,1
242,410,1
246,344,1
108,328,1
108,391,1
266,375,1
149,290,1
56,246,1
294,338,1
192,222,1
133,273,1
190,302,1
202,285,1
87,236,1
138,410,1
142,232,1
153,287,1
82,266,1
240,353,1
244,402,1
61,277,1
304,344,1
374,325,1
73,334,1
291,326,1
76,240,1
284,338,1
121,398,1
137,417,1
330,324,1
229,234,1
187,233,1
227,411,1
330,161,0
453,221,0
403,175,0
442,233,0
509,148,0
495,203,0
561,251,0
473,122,0
565,221,0
441,165,0
534,170,0
383,175,0
452,159,0
367,127,0
414,212,0
356,143,0
466,244,0
382,207,0
470,158,0
554,217,0
529,138,0
405,152,0
464,212,0
522,211,0
500,186,0
381,148,0
302,178,0
485,249,0
423,156,0
483,172,0
361,123,0
309,134,0
536,228,0
322,158,0
496,263,0
410,123,0
580,172,0
510,231,0
485,164,0
480,177,0
375,174,0
392,122,0
407,204,0
486,251,0
498,260,0
396,209,0
470,168,0
515,249,0
431,229,0
500,275,0
