x_1,x_2,Label
276,231,-1
223,316,-1
241,174,-1
222,202,-1
206,248,-1
171,202,-1
290,252,-1
208,305,-1
251,165,-1
121,242,-1
201,259,-1
212,287,-1
241,277,-1
151,293,-1
247,208,-1
91,228,-1
152,181,-1
299,243,-1
180,173,-1
111,251,-1
330,244,-1
261,311,-1
211,309,-1
200,306,-1
140,215,-1
102,221,-1
270,236,-1
253,221,-1
119,185,-1
108,201,-1
258,195,-1
172,265,-1
230,178,-1
164,206,-1
213,202,-1
216,296,-1
111,237,-1
192,237,-1
152,299,-1
153,229,-1
192,212,-1
269,299,-1
155,189,-1
90,200,-1
269,167,-1
135,273,-1
137,275,-1
308,237,-1
207,173,-1
275,233,-1
466,215,1
516,241,1
373,242,1
483,185,1
502,199,1
423,205,1
313,232,1
373,225,1
476,232,1
498,170,1
397,236,1
394,215,1
359,217,1
412,282,1
417,203,1
352,247,1
331,208,1
512,190,1
307,256,1
302,229,1
501,231,1
408,250,1
322,273,1
391,206,1
498,231,1
313,273,1
501,183,1
380,225,1
356,272,1
500,222,1
531,249,1
365,243,1
325,242,1
376,275,1
516,221,1
314,223,1
375,181,1
454,269,1
475,239,1
419,175,1
396,202,1
515,253,1
428,260,1
328,255,1
376,219,1
348,249,1
471,204,1
539,223,1
350,190,1
340,219,1
282,209,1
438,206,1
324,243,1
390,233,1
399,279,1
467,227,1
396,199,1
342,218,1
419,179,1
405,267,1
459,244,1
349,235,1
467,223,1
411,224,1
380,253,1
424,194,1
292,213,1
422,225,1
285,219,1
436,188,1
