x_1,x_2,Label
196,352,-1
394,417,-1
70,279,-1
148,250,-1
313,292,-1
214,401,-1
53,266,-1
303,368,-1
135,282,-1
155,309,-1
86,214,-1
507,413,-1
240,368,-1
123,241,-1
99,254,-1
277,377,-1
260,337,-1
162,192,-1
526,326,-1
254,356,-1
304,299,-1
239,371,-1
528,308,-1
230,378,-1
354,429,-1
98,308,-1
485,424,-1
75,308,-1
462,407,-1
410,407,-1
191,209,-1
528,383,-1
375,376,-1
340,379,-1
180,362,-1
92,327,-1
205,391,-1
297,360,-1
102,349,-1
369,374,-1
169,310,-1
191,327,-1
336,426,-1
419,420,-1
141,304,-1
316,405,-1
318,335,-1
135,248,-1
202,297,-1
55,235,-1
213,372,-1
297,368,-1
514,388,-1
513,396,-1
125,319,-1
438,419,-1
147,364,-1
215,409,-1
278,385,-1
203,253,-1
249,332,-1
323,293,-1
419,432,-1
169,287,-1
305,381,-1
69,226,-1
219,355,-1
245,302,-1
107,291,-1
191,372,-1
573,377,-1
162,217,-1
126,296,-1
132,371,-1
480,385,-1
227,359,-1
515,336,-1
425,392,-1
516,410,-1
210,334,-1
336,422,-1
314,428,-1
231,379,-1
98,232,-1
108,328,-1
312,351,-1
475,352,-1
126,301,-1
251,403,-1
301,295,-1
320,390,-1
178,261,-1
479,363,-1
151,203,-1
325,328,-1
138,206,-1
527,387,-1
447,361,-1
490,341,-1
493,388,-1
113,344,-1
131,327,-1
245,368,-1
345,381,-1
289,393,-1
181,368,-1
328,411,-1
52,243,-1
177,284,-1
287,319,-1
491,398,-1
553,414,-1
468,376,-1
177,279,-1
132,325,-1
558,368,-1
211,268,-1
526,356,-1
208,397,-1
340,373,-1
299,360,-1
230,404,-1
491,382,-1
140,279,-1
411,381,-1
289,416,-1
285,293,-1
351,391,-1
45,210,-1
160,326,-1
301,397,-1
305,376,-1
111,253,-1
205,266,-1
128,261,-1
530,421,-1
240,381,-1
301,393,-1
106,262,-1
114,337,-1
91,280,-1
217,398,-1
390,384,-1
237,414,-1
82,205,-1
249,333,-1
234,408,-1
457,344,-1
99,261,-1
134,363,-1
97,324,-1
519,362,-1
209,377,-1
167,367,-1
45,268,-1
119,250,-1
466,349,-1
527,365,-1
518,307,-1
515,337,-1
450,398,-1
89,326,-1
170,377,-1
79,195,-1
313,308,-1
464,396,-1
114,347,-1
370,398,-1
150,251,-1
310,357,-1
208,246,-1
207,309,-1
313,326,-1
502,427,-1
183,334,-1
306,423,-1
148,255,-1
173,246,-1
200,390,-1
256,329,-1
249,346,-1
114,206,-1
80,275,-1
389,391,-1
475,369,-1
526,345,-1
283,323,-1
123,266,-1
115,344,-1
238,384,-1
277,326,-1
212,322,-1
89,333,-1
88,231,-1
68,211,-1
213,357,-1
279,363,-1
262,407,-1
96,264,-1
310,425,-1
62,268,-1
77,257,-1
286,294,-1
182,344,-1
555,424,-1
192,250,-1
522,405,-1
406,385,-1
452,407,-1
335,384,-1
209,397,-1
200,248,-1
473,386,-1
162,286,-1
337,418,-1
71,293,-1
104,315,-1
455,418,-1
221,361,-1
198,365,-1
488,378,-1
166,323,-1
256,377,-1
243,309,-1
126,291,-1
128,208,-1
389,428,-1
136,259,-1
180,215,-1
263,352,-1
385,386,-1
170,362,-1
269,305,-1
304,329,-1
112,349,-1
136,219,-1
496,414,-1
194,297,-1
142,368,-1
256,335,-1
316,321,-1
320,413,-1
250,347,-1
174,222,-1
324,297,-1
478,395,-1
546,415,-1
87,291,-1
243,335,-1
428,384,-1
324,298,-1
369,411,-1
273,318,-1
136,317,-1
222,368,-1
174,343,-1
508,356,-1
193,314,-1
115,274,-1
214,396,-1
91,265,-1
188,278,-1
318,406,-1
199,366,-1
111,256,-1
254,355,-1
240,372,-1
205,216,-1
566,390,-1
537,336,-1
45,261,-1
478,372,-1
143,269,-1
222,315,-1
83,259,-1
307,415,-1
212,391,-1
431,423,-1
246,365,-1
283,375,-1
200,362,-1
183,272,-1
334,424,-1
349,371,-1
156,356,-1
125,320,-1
100,291,-1
258,392,-1
329,383,-1
163,381,-1
311,397,-1
463,354,-1
230,304,-1
167,227,-1
574,373,-1
228,341,-1
288,301,-1
82,256,-1
110,322,-1
545,381,-1
267,344,-1
184,356,-1
161,255,-1
130,333,-1
133,283,-1
464,357,-1
150,357,-1
353,392,-1
189,338,-1
92,213,-1
315,372,-1
84,240,-1
320,331,-1
47,229,-1
138,215,-1
371,383,-1
178,375,-1
475,371,-1
116,254,-1
177,339,-1
187,214,-1
197,304,-1
124,252,-1
187,271,-1
566,395,-1
442,385,-1
327,414,-1
170,350,-1
325,394,-1
500,407,-1
519,394,-1
213,367,-1
110,325,-1
273,352,-1
95,203,-1
274,350,-1
139,367,-1
509,312,-1
106,231,-1
428,392,-1
261,384,-1
552,361,-1
235,336,-1
457,388,-1
193,237,-1
275,373,-1
323,340,-1
55,266,-1
140,316,-1
158,274,-1
210,353,-1
203,389,-1
