x_1,x_2,Label
145,305,-1
469,327,-1
208,344,-1
248,231,-1
404,363,-1
221,317,-1
292,360,-1
519,370,-1
484,336,-1
388,301,-1
274,297,-1
166,330,-1
266,297,-1
194,259,-1
277,365,-1
357,365,-1
425,304,-1
455,377,-1
282,250,-1
427,336,-1
294,323,-1
436,267,-1
493,350,-1
337,245,-1
241,241,-1
232,321,-1
305,340,-1
290,353,-1
282,344,-1
317,224,-1
438,393,-1
354,253,-1
201,291,-1
441,402,-1
341,304,-1
514,371,-1
386,334,-1
158,266,-1
418,293,-1
399,348,-1
272,364,-1
193,278,-1
490,329,-1
367,257,-1
151,289,-1
256,364,-1
248,342,-1
362,346,-1
183,227,-1
220,239,-1
260,371,-1
445,288,-1
378,364,-1
169,270,-1
433,336,-1
248,265,-1
235,280,-1
346,336,-1
183,342,-1
331,270,-1
415,182,1
514,149,1
328,194,1
402,134,1
401,186,1
327,185,1
392,165,1
280,139,1
374,211,1
421,218,1
262,151,1
462,159,1
286,167,1
547,176,1
462,156,1
506,226,1
372,220,1
552,234,1
402,143,1
339,196,1
341,131,1
569,206,1
509,156,1
415,230,1
385,247,1
422,129,1
358,118,1
413,140,1
446,207,1
495,234,1
490,244,1
375,238,1
536,165,1
480,243,1
511,204,1
525,153,1
476,143,1
459,157,1
442,250,1
396,200,1
418,229,1
534,175,1
427,186,1
369,171,1
424,116,1
410,231,1
462,123,1
393,209,1
542,201,1
400,238,1
