x_1,x_2,Label
575,318,0
98,232,0
215,306,0
240,408,0
147,168,0
237,399,0
195,263,0
454,332,0
351,391,0
246,319,0
351,404,0
493,119,0
555,359,0
522,136,0
90,212,0
117,264,0
545,280,0
505,355,0
316,349,0
508,138,0
277,366,0
333,375,0
134,301,0
249,364,0
170,325,0
136,309,0
122,321,0
440,316,0
149,303,0
103,185,0
356,356,0
91,286,0
281,285,0
293,376,0
255,308,0
99,187,0
520,119,0
590,261,0
295,376,0
438,391,0
348,353,0
145,340,0
519,378,0
156,262,0
304,394,0
123,292,0
123,297,0
166,301,0
123,368,0
554,292,0
176,359,0
527,142,0
412,363,0
342,407,0
378,379,0
132,381,0
306,326,0
152,379,0
378,372,0
324,361,0
218,397,0
229,306,0
264,369,0
160,327,0
174,388,0
578,253,0
143,176,0
523,123,0
585,157,0
362,347,0
343,335,0
118,270,0
124,252,0
110,331,0
578,128,0
413,398,0
331,370,0
222,294,0
107,206,0
387,406,0
168,318,0
306,307,0
578,343,0
120,257,0
108,301,0
204,309,0
279,306,0
324,369,0
239,324,0
229,256,0
141,383,0
489,96,0
250,286,0
135,227,0
535,97,0
368,405,0
584,147,0
277,280,0
181,280,0
585,333,0
287,335,0
442,343,0
554,98,0
201,218,0
171,268,0
288,307,0
557,82,0
108,338,0
226,245,0
119,204,0
581,297,0
236,257,0
157,234,0
578,202,0
251,396,0
173,228,0
138,263,0
577,323,0
241,399,0
259,389,0
152,302,0
274,338,0
149,302,0
99,277,0
404,343,0
223,368,0
218,217,0
222,366,0
366,322,0
161,281,0
296,282,0
135,250,0
571,211,0
471,352,0
162,280,0
93,236,0
146,284,0
152,235,0
246,315,0
581,125,0
207,334,0
270,351,0
476,391,0
110,326,0
223,282,0
122,264,0
475,341,0
217,383,0
371,314,0
406,403,0
129,319,0
300,298,0
135,329,0
97,202,0
588,146,0
482,358,0
542,107,0
171,222,0
98,242,0
198,283,0
139,190,0
253,316,0
167,383,0
484,106,0
118,338,0
229,401,0
553,323,0
244,362,0
130,190,0
217,301,0
159,364,0
283,359,0
494,124,0
471,386,0
427,391,0
373,329,0
476,89,0
197,268,0
343,333,0
284,281,0
298,299,0
154,253,0
262,309,0
562,158,0
251,317,0
217,226,0
391,324,0
342,322,0
113,337,0
248,287,0
566,125,0
473,85,0
562,160,0
267,390,0
397,369,0
267,305,0
257,283,0
135,310,0
141,223,0
206,382,0
215,279,0
217,349,0
253,397,0
215,232,0
388,341,0
288,289,0
504,372,0
257,324,0
571,302,0
521,373,0
184,233,0
576,207,0
534,105,0
218,367,0
241,330,0
564,352,0
503,342,0
182,340,0
289,312,0
155,197,0
237,399,0
501,132,0
251,385,0
128,372,0
172,309,0
202,263,0
301,361,0
117,356,0
395,404,0
206,249,0
481,344,0
453,375,0
512,107,0
372,396,0
302,365,0
195,354,0
517,381,0
119,211,0
306,406,0
141,311,0
