x_1,x_2,Label
143,397,0
90,402,0
170,375,0
96,398,0
87,378,0
179,361,0
146,339,0
106,393,0
94,407,0
225,376,0
218,390,0
99,398,0
128,358,0
196,373,0
73,387,0
113,358,0
135,377,0
118,363,0
108,382,0
88,381,0
184,372,0
169,344,0
141,404,0
145,378,0
170,332,0
145,412,0
120,372,0
221,386,0
155,353,0
159,387,0
215,357,0
57,374,0
84,398,0
228,378,0
155,415,0
195,361,0
218,345,0
140,386,0
175,374,0
181,338,0
202,347,0
176,403,0
152,329,0
114,370,0
168,331,0
120,403,0
124,408,0
163,328,0
102,393,0
74,386,0
130,349,0
103,339,0
134,331,0
185,395,0
172,383,0
186,403,0
137,361,0
62,362,0
150,406,0
155,416,0
68,353,0
123,404,0
153,328,0
234,382,0
172,348,0
59,377,0
174,397,0
187,349,0
193,359,0
195,356,0
418,358,1
461,395,1
368,378,1
453,395,1
430,414,1
439,365,1
378,375,1
443,374,1
423,356,1
412,386,1
461,388,1
420,369,1
458,384,1
411,380,1
421,410,1
410,399,1
426,409,1
448,366,1
413,398,1
429,416,1
441,368,1
403,369,1
400,395,1
364,392,1
398,405,1
423,404,1
418,364,1
360,384,1
406,387,1
431,387,1
430,409,1
406,357,1
444,408,1
442,414,1
373,384,1
420,416,1
373,378,1
444,367,1
410,381,1
434,414,1
430,410,1
429,370,1
369,375,1
453,368,1
439,417,1
404,403,1
451,369,1
393,393,1
420,412,1
433,401,1
428,416,1
418,394,1
420,404,1
442,381,1
426,390,1
408,412,1
440,379,1
465,386,1
438,413,1
449,362,1
442,371,1
396,380,1
431,375,1
421,396,1
425,397,1
418,378,1
437,395,1
407,381,1
355,384,1
457,399,1
560,286,2
568,376,2
605,321,2
577,343,2
563,363,2
552,318,2
581,377,2
561,360,2
564,291,2
553,281,2
601,317,2
575,358,2
589,308,2
551,296,2
574,352,2
551,284,2
568,285,2
562,338,2
548,295,2
604,312,2
585,364,2
576,346,2
594,303,2
598,274,2
553,374,2
606,338,2
542,307,2
570,291,2
601,339,2
566,320,2
567,296,2
588,265,2
564,327,2
569,369,2
557,304,2
561,308,2
589,272,2
601,327,2
557,295,2
575,301,2
594,339,2
569,288,2
571,383,2
558,298,2
575,359,2
570,260,2
550,281,2
582,368,2
550,365,2
556,348,2
596,346,2
559,375,2
570,314,2
575,379,2
599,315,2
585,329,2
550,360,2
575,348,2
546,358,2
565,357,2
572,367,2
554,274,2
596,343,2
598,283,2
600,353,2
573,354,2
590,346,2
597,348,2
548,353,2
592,286,2
555,375,2
564,297,2
574,348,2
555,320,2
598,338,2
565,373,2
581,327,2
597,274,2
578,328,2
568,315,2
344,100,3
357,191,3
350,243,3
332,180,3
348,126,3
339,138,3
355,121,3
346,104,3
324,183,3
333,193,3
335,185,3
340,230,3
318,133,3
354,190,3
355,112,3
326,140,3
350,132,3
353,213,3
325,144,3
359,195,3
337,200,3
332,178,3
346,105,3
336,94,3
360,98,3
358,216,3
322,247,3
340,106,3
334,184,3
342,229,3
357,229,3
359,223,3
318,102,3
319,129,3
347,155,3
349,194,3
358,188,3
322,187,3
346,107,3
333,217,3
326,84,3
354,214,3
328,127,3
356,122,3
359,141,3
359,230,3
351,80,3
332,223,3
339,130,3
325,87,3
362,220,3
343,85,3
353,177,3
328,223,3
345,201,3
338,204,3
343,195,3
341,82,3
352,108,3
345,110,3
355,86,3
324,111,3
355,108,3
331,237,3
329,131,3
332,112,3
353,224,3
320,184,3
334,213,3
329,203,3
224,177,4
223,194,4
228,174,4
242,185,4
174,208,4
260,190,4
196,180,4
241,176,4
180,202,4
219,201,4
239,174,4
221,197,4
199,202,4
204,177,4
162,180,4
208,170,4
183,197,4
184,163,4
198,190,4
194,169,4
236,196,4
179,192,4
197,191,4
159,179,4
213,167,4
170,192,4
178,202,4
149,192,4
209,181,4
153,205,4
224,197,4
238,171,4
238,170,4
166,195,4
204,198,4
170,202,4
196,193,4
228,190,4
190,206,4
250,184,4
156,170,4
230,194,4
234,193,4
224,185,4
212,206,4
251,175,4
193,163,4
171,166,4
177,173,4
182,209,4
233,174,4
210,165,4
219,171,4
172,174,4
236,193,4
180,210,4
175,211,4
212,187,4
171,209,4
198,199,4
454,168,5
464,166,5
559,152,5
449,112,5
517,189,5
461,144,5
430,142,5
421,147,5
495,152,5
490,117,5
445,135,5
487,137,5
435,112,5
544,127,5
416,174,5
422,151,5
526,164,5
430,127,5
524,158,5
507,145,5
520,159,5
510,118,5
545,168,5
457,173,5
412,171,5
515,134,5
461,145,5
511,166,5
425,119,5
469,115,5
477,167,5
489,117,5
428,148,5
489,187,5
443,144,5
435,121,5
474,134,5
495,160,5
512,130,5
474,173,5
451,122,5
448,139,5
418,157,5
517,113,5
535,118,5
475,157,5
479,128,5
449,149,5
491,177,5
529,190,5
531,152,5
510,114,5
535,161,5
542,171,5
546,132,5
497,167,5
471,201,5
521,183,5
501,128,5
496,150,5
522,169,5
480,120,5
476,132,5
500,162,5
482,186,5
487,179,5
523,153,5
496,169,5
440,178,5
429,155,5
446,126,5
515,133,5
507,125,5
503,166,5
536,158,5
414,135,5
529,193,5
534,125,5
441,174,5
536,131,5
